remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
envio_documento@trabajo.com.co;colaborador@trabajo.com.co;Documento Importante;Por favor revise este documento adjunto.;2024-08-06 10:00:00;0;comun;1;0;1.0;Pass;0;1;0;0;HAM
ganar_dinero@rapido.com;usuario29@gmail.com,usuario30@hotmail.com;Gane Dinero Rápido!!!;Gane dinero rápido y fácil. ¡Inscríbase ahora!;2024-08-06 14:45:00;6;lista_negra;3;3;0.1;Fail;1;1;6;3;SPAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
banco_colombia@gmail.com;usuario1@mail.com,usuario2@mail.com;¡Gane un premio!;¡Felicidades! Ha ganado un premio de $10.000.000. Haga clic aquí para reclamarlo: [enlace malicioso];2024-03-08 10:30:00;5;sospechoso;2;1;0.2;Fail;1;1;3;1;SPAM
oferta_increible@hotmail.com;usuario3@yahoo.com,usuario4@outlook.com,usuario5@gmail.com;Oferta irresistible!;Aproveche esta increible oferta de viajes a Cartagena. ¡Reserve ahora mismo!;2024-03-08 12:45:00;4;sospechoso;3;2;0.1;Fail;1;0;2;0;SPAM
amigo@gmail.com;amigo_cercano@gmail.com;Cita para café;Nos vemos mañana a las 10 am para tomarnos un café. Saludos;2024-03-08 14:00:00;0;comun;1;0;0.8;Pass;0;0;0;0;HAM
ganador_loteria@outlook.es;usuario6@mail.com,usuario7@outlook.com,usuario8@gmail.com;¡Ganaste la lotería!;Su número ha resultado ganador. Reclame su premio aquí: [enlace sospechoso];2024-03-09 09:15:00;6;lista_negra;3;1;0.3;Fail;1;1;4;1;SPAM
notificaciones@bancofalso.com;cliente1@gmail.com,cliente2@hotmail.com;Actualización de seguridad;Por favor, actualice su información bancaria aquí: [enlace falso];2024-03-09 11:20:00;3;sospechoso;2;1;0.15;Fail;1;0;2;1;SPAM
ana@gmail.com;juan@gmail.com;Reunion;Nos vemos mañana a las 3 pm;2024-03-09 15:30:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
ofertas_especiales@correo.com;maria@mail.com,pedro@outlook.com;¡Descuento imperdible!;Aproveche el 50% de descuento en nuestros productos. ¡Compre ahora!;2024-03-10 10:00:00;2;sospechoso;2;1;0.2;Fail;1;0;1;1;SPAM
soporte_tecnico@empresa.com;cliente3@gmail.com;Problema con su cuenta;Hemos detectado un problema con su cuenta. Por favor, contacte con soporte técnico;2024-03-10 16:45:00;1;comun;1;0;0.7;Neutral;1;0;0;0;HAM
oferta_unica@promo.com;usuario9@yahoo.com,usuario10@gmail.com;¡No lo pierda!;Oferta limitada por tiempo. Adquiera nuestro producto ahora;2024-03-11 08:30:00;3;sospechoso;2;1;0.1;Fail;1;0;2;1;SPAM
correo_importante@servidor.com;usuario11@mail.com;Actualizacion cuenta;Actualice sus datos bancarios para evitar el bloqueo de su cuenta.;2024-03-11 13:15:00;4;sospechoso;1;1;0.2;Fail;1;0;3;1;SPAM
sofia@gmail.com;diego@gmail.com;Feliz cumpleaños;Feliz cumpleaños, Diego. Que tengas un gran día;2024-03-11 18:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
premio_mayor@hotmail.com;cliente4@gmail.com,cliente5@outlook.com;¡Felicidades, ganador!;Ha ganado un premio increíble. Reclámelo aquí: [enlace fraudulento];2024-03-12 09:45:00;5;lista_negra;2;1;0.25;Fail;1;1;4;1;SPAM
gana_dinero@correo.com;usuario12@mail.com,usuario13@gmail.com;Gane dinero facil;Gane dinero desde casa. ¡Inscribase ahora!;2024-03-12 14:30:00;3;sospechoso;2;1;0.18;Fail;1;0;2;1;SPAM
informativo@empresa.com;cliente6@yahoo.com;Nueva promoción;Nueva promoción en productos de limpieza;2024-03-13 10:15:00;1;comun;1;0;0.8;Pass;1;0;0;0;HAM
correo_urgente@servidor.com;usuario14@outlook.com;Accion necesaria;Se requiere su acción inmediata para evitar el cierre de su cuenta;2024-03-13 17:00:00;2;sospechoso;1;1;0.2;Fail;1;0;1;1;SPAM
soporte@empresa.com;usuario15@gmail.com;Consulta soporte;Para consultas escriba aqui;2024-03-14 09:00:00;0;comun;1;0;0.9;Pass;1;0;0;0;HAM
promoción_increíble@correo.com;usuario16@hotmail.com;¡Oferta increíble!;No deje pasar esta oportunidad, compre ahora mismo;2024-03-14 11:45:00;2;sospechoso;1;1;0.15;Fail;1;0;1;1;SPAM
ganador_premio@outlook.com;usuario17@yahoo.com,usuario18@gmail.com;¡Ha ganado!;¡Felicidades! Ha ganado un premio. Reclámelo aquí;2024-03-15 14:30:00;4;lista_negra;2;1;0.2;Fail;1;1;3;1;SPAM
notificacion_importante@banco.com;usuario19@outlook.com;Actualizacion de datos;Actualice sus datos bancarios para evitar inconvenientes;2024-03-15 16:15:00;3;sospechoso;1;1;0.1;Fail;1;0;2;1;SPAM
pedro@gmail.com;maria@gmail.com;Reunion de trabajo;Nos vemos mañana a las 10 am en la oficina;2024-03-16 09:30:00;0;comun;1;0;0.85;Pass;0;0;0;0;HAM
oferta_limitada@promo.com;usuario20@gmail.com;¡Oferta flash!;Aproveche esta increíble oferta por tiempo limitado;2024-03-16 13:00:00;2;sospechoso;1;1;0.1;Fail;1;0;2;1;SPAM
correo_confirmacion@empresa.com;cliente7@gmail.com;Su pedido ha sido enviado;Su pedido ha sido enviado con éxito. Haga seguimiento aquí;2024-03-17 10:45:00;0;comun;1;0;0.9;Pass;1;0;0;0;HAM
alerta_seguridad@banco.com;usuario21@hotmail.com;Alerta de seguridad;Hemos detectado actividad sospechosa en su cuenta. Verifique aquí;2024-03-17 15:30:00;3;sospechoso;1;1;0.15;Fail;1;0;1;1;SPAM
carlos@gmail.com;laura@gmail.com;Cena de fin de semana;¿Vamos a cenar este fin de semana?;2024-03-18 12:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
oferta_exclusiva@correo.com;usuario22@yahoo.com,usuario23@gmail.com;¡Aproveche ahora!;Oferta exclusiva para usted. Compre ya;2024-03-18 17:45:00;2;sospechoso;2;1;0.2;Fail;1;0;1;1;SPAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
oferta_increible@correo.com;usuario1@gmail.com,usuario2@hotmail.com,usuario3@yahoo.com;¡Gane un Millón!;¡Felicidades! Ha ganado un millón de pesos.  Reclame su premio aquí: [enlace sospechoso].;2024-03-08 10:30:00;5;sospechoso;3;1;0.2;Fail;1;1;3;1;SPAM
banco_colombia@falso.com;cliente1@bancocolombia.com.co;Actualización de Seguridad;Estimado cliente, actualice sus datos aquí: [enlace malicioso].;2024-03-08 12:45:00;4;lista_negra;1;2;0.1;Fail;1;1;2;0;SPAM
ganaste_un_premio@spam.net;usuario4@gmail.com,usuario5@outlook.com;¡Premio sorpresa!;Ha ganado un viaje a Cartagena.  Confirme aquí: [enlace fraudulento];2024-03-08 15:20:00;6;sospechoso;2;3;0.3;Fail;1;0;5;1;SPAM
amigo@gmail.com;amigo@gmail.com;Reunión;Nos vemos mañana a las 10am en la oficina.;2024-03-08 16:00:00;0;comun;1;0;0.8;Pass;0;0;0;0;HAM
ofertas_increibles@correo.com.co;usuario6@gmail.com,usuario7@hotmail.com,usuario8@yahoo.com;¡Oferta Exclusiva!;Compre nuestro producto ahora y gane un descuento del 50%!!!;2024-03-09 09:15:00;3;sospechoso;3;1;0.4;Fail;1;0;2;0;SPAM
notificaciones@empresa.com;cliente2@empresa.com;Actualización de cuenta;Su cuenta ha sido actualizada. Por favor revise los detalles.;2024-03-09 11:00:00;1;comun;1;0;0.9;Pass;0;0;1;0;HAM
ganador_loteria@spam.net;usuario9@gmail.com,usuario10@hotmail.com;¡Ganaste la lotería!;¡Felicidades!  Ha ganado un premio de $100.000.000.  Reclame su premio aquí [link];2024-03-09 14:30:00;7;lista_negra;2;2;0.2;Fail;1;1;6;1;SPAM
maria@gmail.com;juan@gmail.com;Cita médica;Recuerda tu cita médica para mañana.;2024-03-10 08:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
premio_mayor@spam.co;usuario11@gmail.com,usuario12@hotmail.com;¡Eres un ganador!;Ha ganado un auto nuevo. Reclame su premio aquí.;2024-03-10 10:45:00;4;sospechoso;3;1;0.1;Fail;1;1;3;1;SPAM
oferta_limitada@correo.co;usuario13@gmail.com;Gran oportunidad;No pierda esta oportunidad única de inversión.;2024-03-10 13:30:00;2;sospechoso;1;1;0.3;Fail;1;0;1;0;SPAM
ana@gmail.com;pedro@gmail.com;Paseo al parque;Nos vemos mañana en el parque a las 3pm;2024-03-11 15:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
inversion_segura@spam.com;usuario14@gmail.com,usuario15@hotmail.com,usuario16@yahoo.com;Invierta ahora;Gane dinero fácil. Invierta con nosotros.;2024-03-11 18:45:00;5;lista_negra;3;2;0.2;Fail;1;1;4;1;SPAM
cliente@bancofalso.com;cliente@gmail.com;Información importante;Por favor, actualice su información bancaria inmediatamente.;2024-03-12 10:20:00;3;sospechoso;1;1;0.1;Fail;1;0;2;0;SPAM
soporte@empresa.com;usuario17@gmail.com;Problema con su cuenta;Hemos detectado un problema con su cuenta. Por favor, actualice su contraseña.;2024-03-12 11:55:00;2;comun;1;0;0.7;Neutral;0;0;1;0;HAM
ofertason@spam.net;usuario18@gmail.com,usuario19@hotmail.com;¡Aproveche esta oferta!;No la deje pasar, oferta valida solo por 24 horas!!!;2024-03-12 14:10:00;4;sospechoso;3;2;0.3;Fail;1;0;3;1;SPAM
juan@gmail.com;ana@gmail.com;Cena;Nos vemos para cenar esta noche.;2024-03-13 16:30:00;0;comun;1;0;0.8;Pass;0;0;0;0;HAM
premio_garantizado@spam.com.co;usuario20@gmail.com,usuario21@outlook.com;¡Ha ganado un premio!;¡Felicidades! Ha ganado un premio increíble.;2024-03-13 19:00:00;6;lista_negra;2;3;0.2;Fail;1;1;5;1;SPAM
correo_importante@empresa.com.co;cliente3@empresa.com;Actualizacion de datos;Por favor actualice sus datos personales.;2024-03-14 09:45:00;1;comun;1;0;0.9;Pass;0;0;1;0;HAM
ganador_loteria@spam.co;usuario22@gmail.com;¡Ganador de la lotería!;¡Felicidades! Ha ganado $500 millones;2024-03-14 11:30:00;5;lista_negra;1;2;0.1;Fail;1;1;4;1;SPAM
ofertas_especiales@correo.com;usuario23@gmail.com,usuario24@hotmail.com;¡Descuento especial!;Aproveche nuestro descuento del 70%;2024-03-14 14:00:00;3;sospechoso;3;1;0.4;Fail;1;0;2;0;SPAM
pedro@gmail.com;maria@gmail.com;Reunion;Nos vemos mañana a la mañana;2024-03-15 10:00:00;0;comun;1;0;0.8;Pass;0;0;0;0;HAM
oferta_unica@spam.com.co;usuario25@gmail.com,usuario26@outlook.com,usuario27@yahoo.com;¡Oferta irrepetible!;Esta oferta es única. Aproveche ahora.;2024-03-15 12:45:00;4;sospechoso;3;1;0.3;Fail;1;1;3;1;SPAM
soporte_tecnico@empresa.com;usuario28@gmail.com;Problema con su servicio;Se ha detectado un problema con su servicio.;2024-03-15 15:30:00;1;comun;1;0;0.9;Neutral;0;0;1;0;HAM
oferta_imperdible@spam.net;usuario29@gmail.com,usuario30@hotmail.com;¡Oferta limitada!;Aproveche esta oferta limitada por tiempo;2024-03-16 08:15:00;3;sospechoso;3;2;0.2;Fail;1;0;2;1;SPAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
ganar_millones@example.com;usuario1@example.com,usuario2@example.com,usuario3@example.com;¡Gane un Millón!;¡Felicidades! Ha ganado un millón de pesos. Reclame su premio aquí: [enlace sospechoso];2024-07-26 10:30:00;5;sospechoso;3;2;0.2;Fail;1;1;3;1;SPAM
ofertas_increibles@example.net;cliente@example.com;Oferta irresistible;Aproveche nuestra oferta de viajes a Cartagena. ¡Reserve ahora mismo!;2024-07-25 14:45:00;2;comun;1;1;0.8;Pass;0;0;1;0;HAM
correo_importante@example.org;usuario4@example.com;Actualice su información;Estimado usuario, actualice sus datos en este enlace: [enlace seguro];2024-07-24 16:00:00;1;comun;1;1;0.9;Pass;0;0;0;0;HAM
mega_premio@example.info;usuario5@example.com,usuario6@example.com,usuario7@example.com;¡Premio sorpresa!;Ha ganado un premio increíble. ¡Reclámelo aquí!: [enlace sospechoso];2024-07-27 09:15:00;4;lista_negra;3;3;0.1;Fail;1;1;2;1;SPAM
grandes_oportunidades@example.com;usuario8@example.com;Inversión segura;Invierta su dinero en nuestra empresa para obtener grandes ganancias. ¡Contáctenos ahora!;2024-07-28 11:20:00;3;sospechoso;1;1;0.3;Fail;1;0;2;1;SPAM
notificacion_urgente@example.net;usuario9@example.com;¡Atención urgente!;Su cuenta ha sido comprometida. Actúe ahora: [enlace sospechoso];2024-07-23 18:50:00;6;lista_negra;1;2;0.2;Fail;1;1;4;1;SPAM
amigo_secreto@example.org;amigo@example.com;Mensaje de un amigo;Hola, ¿cómo estás? Te quería invitar a tomar un café.;2024-07-22 15:30:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
oferta_exclusiva@example.info;usuario10@example.com;¡Oferta única!;Esta es una oferta exclusiva para ti, no la dejes pasar. [enlace a un sitio web];2024-07-29 13:00:00;1;comun;1;1;0.8;Neutral;0;0;1;0;HAM
ganancias_rapidas@example.com;usuario11@example.com,usuario12@example.com;Gane dinero fácil;Gane dinero rápido y fácil con nuestra plataforma. ¡Inscríbase ahora!;2024-07-26 17:45:00;4;sospechoso;2;2;0.1;Fail;1;1;3;0;SPAM
premio_garantizado@example.net;usuario13@example.com;¡Su premio le espera!;Ha ganado un premio. ¡Reclámelo aquí!: [enlace sospechoso];2024-07-27 12:15:00;5;lista_negra;1;1;0.2;Fail;1;1;4;1;SPAM
vacaciones_soñadas@example.org;usuario14@example.com;Vacaciones en la playa;Disfrute de unas increíbles vacaciones en las playas de Santa Marta. [enlace a una agencia de viajes];2024-07-25 19:30:00;1;comun;1;1;0.7;Pass;0;0;1;0;HAM
riqueza_inmediata@example.info;usuario15@example.com,usuario16@example.com;¡Sea rico en un instante!;¡Invierta su dinero y conviertase en millonario!;2024-07-28 10:45:00;5;sospechoso;2;1;0.3;Fail;1;1;3;1;SPAM
compra_ahora@example.com;usuario17@example.com;¡Compre ahora!;¡Aproveche nuestras ofertas por tiempo limitado!;2024-07-23 14:20:00;2;comun;1;1;0.8;Pass;1;0;1;0;HAM
suerte_increible@example.net;usuario18@example.com,usuario19@example.com;¡Increíble suerte!;¡Ha ganado un gran premio! ¡Reclámelo aquí!: [enlace sospechoso];2024-07-29 16:50:00;4;lista_negra;3;2;0.1;Fail;1;1;3;1;SPAM
viaje_gratis@example.org;usuario20@example.com;Viaje gratis a Medellín;Gane un viaje gratis a Medellín. ¡Participe ahora!;2024-07-24 20:00:00;3;sospechoso;1;1;0.2;Fail;1;0;2;1;SPAM
inversion_segura@example.info;usuario21@example.com;Inversión segura y rentable;Invierta en nuestro negocio y obtenga grandes beneficios.;2024-07-27 15:10:00;2;comun;1;1;0.9;Pass;0;0;0;0;HAM
oferta_limitada@example.com;usuario22@example.com;Oferta limitada por tiempo;Esta oferta es limitada, no espere más. ¡Compre ahora!;2024-07-28 18:30:00;2;comun;1;1;0.8;Pass;1;0;1;0;HAM
dinero_facil@example.net;usuario23@example.com,usuario24@example.com,usuario25@example.com;Dinero fácil y rápido;Gane dinero fácil y rápido con nuestro método secreto. ¡Inscríbase ahora!;2024-07-22 11:45:00;5;sospechoso;3;2;0.1;Fail;1;1;3;1;SPAM
millonario_instantaneamente@example.org;usuario26@example.com;¡Hágase millonario!;Conviértase en millonario en cuestión de minutos.;2024-07-29 19:00:00;4;lista_negra;1;1;0.3;Fail;1;1;2;1;SPAM
regalo_sorpresa@example.info;usuario27@example.com;¡Regalo sorpresa!;¡Tiene un regalo sorpresa esperando por usted!;2024-07-25 08:00:00;3;sospechoso;1;1;0.2;Fail;1;1;2;1;SPAM
cita_medica@example.com;paciente@example.com;Recordatorio de cita médica;Estimado paciente, este es un recordatorio de su cita médica programada para mañana.;2024-07-26 13:20:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
confirmacion_pedido@example.net;cliente@example.com;Confirmación de pedido;Estimado cliente, este correo confirma su pedido reciente.;2024-07-27 07:50:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
actualizacion_seguridad@example.org;usuario28@example.com;Actualización de seguridad;Estimado usuario, se ha detectado una actualización de seguridad importante en su cuenta.;2024-07-28 21:10:00;1;comun;1;1;0.9;Pass;0;0;0;0;HAM
notificacion_pago@example.info;usuario29@example.com;Notificación de pago;Estimado usuario, se ha realizado un pago exitoso a su cuenta.;2024-07-23 22:30:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
bienvenida@example.com;usuario30@example.com;Bienvenido a nuestra plataforma;Gracias por registrarte en nuestra plataforma.;2024-07-29 09:40:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
oferta_increible@gmail.com;usuario1@example.com,usuario2@example.com,usuario3@example.com;¡Gane un Millón!;¡Felicidades! Ha ganado un millón de pesos. Reclame su premio aquí: [enlace sospechoso];2024-07-26 10:30:00;5;sospechoso;3;1;0.1;Fail;1;1;3;0;SPAM
banco_colombia@outlook.com;cliente1@example.com;Actualización de su cuenta;Estimado cliente, actualice sus datos bancarios aquí: [enlace sospechoso].;2024-07-26 12:45:00;4;sospechoso;1;2;0.2;Fail;1;0;2;1;SPAM
notificaciones@yahoo.com;usuario4@example.com,usuario5@example.com;¡Oferta Exclusiva!;Obtenga un descuento del 50% en nuestros productos. ¡Compre ahora!;2024-07-26 14:00:00;2;comun;2;1;0.8;Pass;1;0;1;0;SPAM
amigo@gmail.com;familiar@example.com;Cena el sábado;Nos vemos el sábado a las 8 en la noche para cenar.  Te espero!;2024-07-26 18:15:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
ganagana@hotmail.com;persona1@example.com,persona2@example.com,persona3@example.com,persona4@example.com;¡Dinero Fácil!;Gane dinero rápido y fácil. ¡Inscríbase ahora!;2024-07-27 09:00:00;6;lista_negra;4;3;0.1;Fail;1;1;4;1;SPAM
premio_mayor@aol.com;usuario6@example.com,usuario7@example.com;¡Ha ganado!;Usted es el ganador de un premio.  ¡Reclámelo aquí!;2024-07-27 11:30:00;3;sospechoso;2;1;0.2;Fail;1;1;2;0;SPAM
javier@gmail.com;ana@example.com;Reunion;Nos vemos mañana a las 10am para la reunion.;2024-07-27 15:45:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
superoferta@outlook.com;usuario8@example.com;¡Descuento increíble!;No se pierda esta increíble oferta. ¡Compre ya!;2024-07-27 17:00:00;2;sospechoso;1;1;0.3;Fail;1;0;1;0;SPAM
inversion_segura@yahoo.com;cliente2@example.com;Invierta ahora;Invierta en nuestro plan de inversión seguro y garantizado. ¡Alto rendimiento!;2024-07-28 08:30:00;5;sospechoso;1;2;0.2;Fail;1;0;3;1;SPAM
maria@gmail.com;pedro@example.com;Cumpleaños;Feliz cumpleaños, Pedro!;2024-07-28 10:15:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
ofertas_increibles@hotmail.com;usuario9@example.com,usuario10@example.com;¡Aproveche!;Oferta por tiempo limitado, ¡no la pierda!;2024-07-28 13:45:00;3;sospechoso;2;1;0.1;Fail;1;0;2;0;SPAM
empresa_confiable@aol.com;cliente3@example.com;Actualizacion importante;Importante actualización de su cuenta.  Ingrese aquí: [enlace sospechoso];2024-07-28 16:00:00;4;sospechoso;1;2;0.2;Fail;1;0;3;1;SPAM
juan@gmail.com;sofia@example.com;Cita;Nuestra cita es mañana a la 1pm.;2024-07-29 09:30:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
ganar_dinero@outlook.com;persona5@example.com,persona6@example.com;¡Gane dinero fácil!;¡Gane dinero desde casa!  Inscríbase aquí: [enlace sospechoso];2024-07-29 11:15:00;4;lista_negra;2;1;0.1;Fail;1;1;2;0;SPAM
premios_garantizados@yahoo.com;usuario11@example.com,usuario12@example.com;¡Premio Mayor!;¡Felicidades!  Ha ganado un premio.  Reclámelo aquí: [enlace sospechoso];2024-07-29 14:45:00;5;sospechoso;2;2;0.1;Fail;1;1;3;0;SPAM
ana@gmail.com;carlos@example.com;Salida;Salimos el viernes a las 7pm?;2024-07-29 17:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
inversiones_rentables@hotmail.com;cliente4@example.com;Invierta con nosotros;Invierta con nosotros y obtenga grandes ganancias.  [enlace sospechoso];2024-07-30 09:00:00;3;sospechoso;1;1;0.2;Fail;1;0;2;1;SPAM
super_oferta@aol.com;usuario13@example.com;¡Gran descuento!;No se pierda esta gran oferta.  ¡Compre ahora!;2024-07-30 11:30:00;2;sospechoso;1;1;0.3;Fail;1;0;1;0;SPAM
correo_importante@gmail.com;usuario14@example.com;Información crucial;Información importante sobre su cuenta. [enlace sospechoso];2024-07-30 14:00:00;4;sospechoso;1;2;0.2;Fail;1;0;2;1;SPAM
pepe@gmail.com;juanita@example.com;Feliz cumpleaños!;Feliz cumpleaños, Juanita!;2024-07-30 16:30:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
ofertas_especiales@outlook.com;usuario15@example.com,usuario16@example.com;¡Ofertas especiales!;Aproveche nuestras ofertas especiales.  [enlace sospechoso];2024-07-31 08:45:00;3;sospechoso;2;1;0.1;Fail;1;0;2;0;SPAM
dinero_rapido@yahoo.com;persona7@example.com,persona8@example.com;¡Dinero inmediato!;Obtenga dinero inmediato.  ¡Inscríbase aquí!;2024-07-31 11:00:00;5;lista_negra;2;2;0.1;Fail;1;1;4;1;SPAM
correo_importante2@hotmail.com;usuario17@example.com;Información vital;Información vital sobre su cuenta. Adjunto importante.;2024-07-31 13:15:00;4;sospechoso;1;1;0.2;Fail;1;1;3;1;SPAM
alberto@gmail.com;beatriz@example.com;Cita médica;Recuerda tu cita médica para mañana.;2024-07-31 15:45:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
ofertas_limitadas@aol.com;usuario18@example.com;¡Última oportunidad!;¡Última oportunidad para comprar!  [enlace sospechoso];2024-07-31 18:00:00;2;sospechoso;1;1;0.2;Fail;1;0;1;0;SPAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
ganar_millones@example.com;usuario1@mail.com,usuario2@gmail.com,usuario3@hotmail.com;¡Gane un carro nuevo!;¡Felicidades! Ha ganado un carro 0km. Reclame su premio aquí: [enlace sospechoso].;2024-03-08 10:30:00;5;sospechoso;3;2;0.8;Fail;1;1;10;0;SPAM
ofertas_increibles@spam.net;usuario4@outlook.com,usuario5@yahoo.com;Oferta irresistible;No lo piense más, compre ahora.  Ofertas limitadas. ;2024-03-07 14:45:00;4;lista_negra;2;1;0.7;Fail;1;0;6;1;SPAM
soporte_tecnico@example.org;usuario6@gmail.com;Problema con su cuenta;Estimado cliente, detectamos un problema con su cuenta. Haga clic aquí para solucionarlo: [enlace malicioso].;2024-03-06 18:20:00;3;sospechoso;1;1;0.6;Fail;1;0;4;0;SPAM
banco_nacional@fraud.com;usuario7@hotmail.com,usuario8@yahoo.com;Actualice su información bancaria;Su información bancaria necesita ser actualizada. Ingrese sus datos aquí: [enlace falso];2024-03-05 11:15:00;6;lista_negra;3;3;0.9;Fail;1;0;8;1;SPAM
ana@example.com;juan@mail.com;Cita medica;Recuerda tu cita medica para mañana a las 10:00 AM.;2024-03-04 09:00:00;0;comun;1;0;0.2;Pass;0;0;1;0;HAM
remate_colombia@example.net;usuario9@outlook.com,usuario10@gmail.com;Gran remate!;Aproveche nuestro gran remate de electrodomésticos. ¡Precios increíbles!;2024-03-03 15:50:00;2;sospechoso;2;1;0.5;Fail;1;0;3;0;SPAM
premio_mayor@spam.com;usuario11@yahoo.com,usuario12@hotmail.com;¡Ha ganado!;Usted ha ganado nuestro premio mayor!!  Para reclamarlo, haga clic aquí: [enlace falso];2024-03-02 19:30:00;7;lista_negra;3;2;0.8;Fail;1;1;9;1;SPAM
info@example.com;cliente1@mail.com;Actualización de software;Se ha lanzado una nueva actualización de software para su dispositivo.;2024-03-01 13:00:00;0;comun;1;0;0.1;Pass;0;0;0;0;HAM
miguel@example.net;sofia@gmail.com;Feliz cumpleaños!;¡Feliz cumpleaños, Sofía! Espero que tengas un día maravilloso.;2024-02-29 16:45:00;0;comun;1;0;0.3;Pass;0;0;0;0;HAM
oferta_unica@spam.org;usuario13@outlook.com;Oferta limitada;Oferta única por tiempo limitado. ;2024-02-28 10:05:00;1;sospechoso;1;1;0.4;Fail;1;0;2;0;SPAM
inversion_segura@fraud.net;usuario14@yahoo.com,usuario15@hotmail.com;Invierta ahora!;Invierta en nuestro fondo de inversión y obtenga grandes ganancias!;2024-02-27 12:20:00;4;lista_negra;2;1;0.7;Fail;1;0;5;1;SPAM
maria@example.com;pedro@mail.com;Reunion;Recuerda nuestra reunion a las 3:00 PM.;2024-02-26 14:30:00;0;comun;1;0;0.2;Pass;0;0;1;0;HAM
notificacion@example.org;usuario16@gmail.com;Su pedido ha sido enviado.;Su pedido ha sido enviado y se espera que llegue en 2-3 días hábiles.;2024-02-25 17:45:00;0;comun;1;0;0.1;Pass;0;0;0;0;HAM
ganadores_loteria@spam.net;usuario17@outlook.com,usuario18@yahoo.com;¡Ganaste la loteria!;¡Felicitaciones! Usted ha ganado la lotería. Reclame su premio aqui: [enlace];2024-02-24 11:00:00;5;lista_negra;2;2;0.8;Fail;1;1;7;1;SPAM
venta_casas@example.com;usuario19@hotmail.com;Venta de casas;Encuentra tu casa ideal con nosotros.;2024-02-23 13:15:00;1;comun;1;0;0.2;Pass;0;0;1;0;HAM
credito_rapido@fraud.com;usuario20@gmail.com;Credito facil y rapido;Obtenga un crédito rápido y fácil.  Solo necesita su cedula!;2024-02-22 16:30:00;3;lista_negra;1;1;0.6;Fail;1;0;4;0;SPAM
correo_importante@example.net;usuario21@yahoo.com;Actualizacion de cuenta;Por favor, actualice su información de cuenta para evitar problemas.;2024-02-21 09:45:00;2;sospechoso;1;1;0.5;Fail;1;0;3;0;SPAM
soporte@example.org;usuario22@outlook.com;Problema con su compra;Hemos detectado un problema con su compra. Contacte soporte tecnico.;2024-02-20 18:00:00;1;sospechoso;1;1;0.4;Fail;1;0;2;0;SPAM
juan@example.com;ana@mail.com;Reunion de trabajo;Recuerda la reunion de trabajo a las 10 AM.;2024-02-19 10:15:00;0;comun;1;0;0.1;Pass;0;0;0;0;HAM
